,姓名,性别,民族,出生日期(YYYY-MM-DD),籍贯省,籍贯市,籍贯县/区,最高学历,党派信息,现状,军队,开除党籍,查处/罢黜原因,查处/罢黜原因备注,是否复出,查处/罢黜时间,最初查处单位,是否起诉,起诉罪名,涉案金额,一审时间,审理地点（一级地区关键词）,审理地点（二级地区关键词）,一审判决,是否上诉,二审时间,二审判决
2873,李明朝,男,汉族,1963/1/1,河北省,邯郸市,曲周县,硕士,1985/4/1,在职,,,,,,,,,,,,,,,,,
2874,孟苏铁,男,汉族,1956/12/1,安徽省,宿州市,砀山县,硕士,1977/6/1,在职,,,,,,,,,,,,,,,,,
2875,李汉柏,男,白族,1950/12/1,云南省,大理白族自治州,鹤庆县,硕士,1972/12/1,在职,,,,,,,,,,,,,,,,,
2876,辛维光,男,汉族,1954/7/1,山东省,烟台市,栖霞县,硕士,1982/6/1,在职,,,,,,,,,,,,,,,,,
2877,牛绍尧,男,汉族,1944/5/1,云南省,昆明市,,本科,1973/12/1,在职,,,,,,,,,,,,,,,,,
2878,陶昌廉,男,汉族,1944/4/1,四川省,德阳市,中江县,专科,,退休,,,,,,,,,,,,,,,,,
2879,王增钵,男,汉族,1950/11/1,河北省,石家庄市,获鹿县,本科,1973/5/1,在职,,,,,,,,,,,,,,,,,
2880,郎友良,男,汉族,1952/5/1,河北省,唐山市,迁安县,专科,1972/2/1,在职,,,,,,,,,,,,,,,,,
2881,邱型柏,男,汉族,1953/12/1,河南省,信阳市,新县县,不详,1971/12/1,在职,,,,,,,,,,,,,,,,,
2882,杨成熙,男,汉族,1955/11/1,贵州省,遵义市,,本科,1976/2/1,在职,,,,,,,,,,,,,,,,,
2883,饶南湖,女,汉族,1971/7/1,四川省,南充市,,博士,1995/11/1,在职,,,,,,,,,,,,,,,,,
2884,王敏正,男,汉族,1964/8/1,浙江省,台州市,温岭市,博士,1982/12/1,在职,,,,,,,,,,,,,,,,,
2885,卯稳国,男,汉族,1956/7/1,云南省,曲靖市,富源县,本科,1975/4/1,在职,,,,,,,,,,,,,,,,,
2886,赵仕杰,男,汉族,1943/10/1,云南省,临沧市,风庆县,专科,1973/11/1,在职,,,,,,,,,,,,,,,,,
2887,李映德,男,白族,,云南省,大理白族自治州,,,,死亡,,,,,,,,,,,,,,,,,
2888,盛云富,男,汉族,1956/6/1,云南省,昆明市,禄劝彝族苗族自治县,,,在职,,,,,,,,,,,,,,,,,
2889,令狐安,男,汉族,1946/10/1,山西省,运城市,平陆县,本科,1965/12/1,退休,,,,,,,,,,,,,,,,,
2890,李嘉廷,男,彝族,1944/4/1,云南省,红河哈尼族彝族自治州,石屏县,本科,1964/9/1,立案查处,,是,贪污腐败,,否,2001/9/26,中纪委,是,受贿罪,人民币1810万余元,2003/5/9,北京市,,死缓,是,2003/6/20,维持原判
2891,陈培忠,男,汉族,1942/3/1,贵州省,毕节市,金沙县,专科,1962/10/1,退休,,,,,,,,,,,,,,,,,
2892,木太力甫·吾布力,男,维吾尔族,1958/7/1,新疆维吾尔自治区,喀什地区,喀什市,本科,1989/1/1,在职,,,,,,,,,,,,,,,,,
2893,杨忠林,男,蒙古族,1960/3/1,辽宁省,朝阳市,建平县,硕士,,在职,,,,,,,,,,,,,,,,,
2894,阿勒布斯拜·拉合木,男,哈萨克族,1948/6/1,新疆维吾尔自治区,塔城地区,,专科,1972/11/1,退休,,,,,,,,,,,,,,,,,
2895,巴代,男,蒙古族,1958/10/1,新疆维吾尔自治区,巴音郭楞蒙古自治州,和静县,硕士,1985/9/1,在职,,,,,,,,,,,,,,,,,
2896,陈宝田,男,汉族,1949/1/1,江苏省,泰州市,泰兴县,硕士,1974/9/1,退休,,,,,,,,,,,,,,,,,
2897,陈从亮,男,汉族,,,,,,,退休,,,,,,,,,,,,,,,,,
2898,陈光明,男,汉族,1943/11/1,广西壮族自治区,百色市,田东县,本科,1964/12/1,退休,,,,,,,,,,,,,,,,,
2899,陈孙文,男,汉族,1946/4/1,海南省,海口市,,本科,1974/8/1,退休,,,,,,,,,,,,,,,,,
2900,陈有德,男,汉族,,,,,,,退休,,,,,,,,,,,,,,,,,
2901,邓剑,男,汉族,,四川省,南充市,营山县,专科,,退休,,,,,,,,,,,,,,,,,
2902,邓耀华,男,汉族,1954/3/1,广东省,佛山市,南海区,专科,1976/3/1,立案查处,,是,违纪,由他人出资参与境外赌博,否,2005/1/28,广东省纪委,否,,,,,,,,,
2903,付军,男,汉族,1964/6/1,四川省,资阳市,简阳市,硕士,1988/4/1,在职,,,,,,,,,,,,,,,,,
2904,高万权,男,汉族,,,,,,,退休,,,,,,,,,,,,,,,,,
2905,龚尚武,男,汉族,,,,,,,退休,,,,,,,,,,,,,,,,,
2906,郭锋,男,汉族,1960/9/1,广东省,梅州市,大埔县,硕士,1984/12/1,在职,,,,,,,,,,,,,,,,,
2907,郝林海,男,汉族,1953/6/1,河北省,邢台市,柏乡县,本科,,在职,,,,,,,,,,,,,,,,,
2908,和段琪,男,纳西族,1957/5/1,云南省,丽江市,,硕士,,在职,,,,,,,,,,,,,,,,,
2909,侯亮,男,汉族,1957/1/1,河北省,张家口市,康保县,硕士,1983/4/1,在职,,,,,,,,,,,,,,,,,
2910,胡其图,男,蒙古族,1944/5/1,内蒙古自治区,通辽市,科尔沁左翼中旗,本科,1975/6/1,退休,,,,,,,,,,,,,,,,,
2911,胡晓华,男,汉族,1949/5/1,安徽省,宣城市,泾县,本科,1973/3/1,退休,,,,,,,,,,,,,,,,,
2912,江海燕,女,汉族,1953/11/1,广东省,汕尾市,陆丰市,博士,1974/7/1,退休,,,,,,,,,,,,,,,,,
2913,李怀亮,男,汉族,1946/8/1,山东省,德州市,平原县,,,退休,,,,,,,,,,,,,,,,,
2914,李吉荣,男,汉族,,,,,,,退休,,,,,,,,,,,,,,,,,
2915,李永金,男,汉族,1944/4/1,四川省,内江市,,本科,,退休,,,,,,,,,,,,,,,,,
2916,李元虎,男,汉族,,,,,,,退休,,,,,,,,,,,,,,,,,
2917,李忠,男,藏族,1962/1/1,青海省,海东地区,平安县,本科,1985/2/1,在职,,,,,,,,,,,,,,,,,
2918,梁成军,男,汉族,1963/2/1,黑龙江省,齐齐哈尔市,富裕县,硕士,1985/11/1,在职,,,,,,,,,,,,,,,,,
2919,梁绍棠,男,汉族,1947/7/1,广东省,佛山市,,专科,1965/5/1,退休,,,,,,,,,,,,,,,,,
2920,刘其文,男,汉族,1946/10/1,河南省,南阳市,镇平县,专科,1966/5/1,退休,,,,,,,,,,,,,,,,,
2921,刘贤木,男,汉族,1946/6/1,湖北省,仙桃市,仙桃市,专科,1972/6/1,死亡,,,,,,,,,,,,,,,,,
2922,刘佑林,男,汉族,,,,,,,退休,,,,,,,,,,,,,,,,,
2923,刘运生,男,汉族,,,,,,,退休,,,,,,,,,,,,,,,,,
2924,刘遵义,男,汉族,1944/7/1,陕西省,咸阳市,杨陵县,本科,1972/2/1,退休,,,,,,,,,,,,,,,,,
2925,卢天禧,男,汉族,1944/6/1,,,,,,死亡,,,,,,,,,,,,,,,,,
2926,罗黎明,男,壮族,1956/12/1,广西壮族自治区,来宾市,,本科,1976/4/1,在职,,,,,,,,,,,,,,,,,
2927,骆玉祥,男,汉族,,,,,,,立案查处,,是,贪污腐败,,否,2006/10/1,四川省纪委,是,受贿罪,人民币272万元、美元8万元,2007/5/2,四川省,成都市,13年有期徒刑,否,,
2928,马瑞文,男,回族,1951/9/1,宁夏回族自治区,吴忠市,同心县,本科,1976/1/1,退休,,,,,,,,,,,,,,,,,
2929,马伟,男,汉族,1961/3/1,河北省,邢台市,,本科,,在职,,,,,,,,,,,,,,,,,
2930,马懿,男,回族,1959/4/1,河北省,保定市,安国市,本科,1982/1/1,在职,,,,,,,,,,,,,,,,,
2931,马永孝,男,汉族,1945/2/1,甘肃省,庆阳市,宁县,专科,1966/9/1,退休,,,,,,,,,,,,,,,,,
2932,买买提艾山·托乎达力,男,柯尔克孜族,1948/6/1,新疆维吾尔自治区,克孜勒苏柯尔克孜自治州,阿合奇县,本科,1980/5/1,在职,,,,,,,,,,,,,,,,,
2933,木哈提别克·阿德勒别克,男,哈萨克族,1944/8/1,新疆维吾尔自治区,阿勒泰地区,吉木乃县,本科,,退休,,,,,,,,,,,,,,,,,
2934,齐继慧,男,汉族,1954/5/1,辽宁省,锦州市,,硕士,1974/8/1,在职,,,,,,,,,,,,,,,,,
2935,钱兴中,男,汉族,,浙江省,台州市,玉环县,专科,,退休,,,,,,,,,,,,,,,,,
2936,尚清,男,汉族,1957/3/1,浙江省,温州市,,硕士,,在职,,,,,,,,,,,,,,,,,
2937,佘义和,男,汉族,1953/11/1,江苏省,扬州市,,硕士,1979/12/1,退休,,,,,,,,,,,,,,,,,
2938,汤维英,男,汉族,1942/10/1,广东省,梅州市,,高中,1974/3/1,退休,,,,,,,,,,,,,,,,,
2939,王法仁,男,汉族,1947/10/1,海南省,海口市,,专科,1971/8/1,退休,,,,,,,,,,,,,,,,,
2940,王富钧,男,汉族,,,,,,,退休,,,,,,,,,,,,,,,,,
2941,王宏民,男,汉族,1941/6/1,江苏省,无锡市,宜兴县,本科,,退休,,,,,,,,,,,,,,,,,
2942,王金会,男,汉族,1960/11/1,,,,本科,1983/11/1,在职,,,,,,,,,,,,,,,,,
2943,王伟,男,汉族,1950/12/1,甘肃省,天水市,,硕士,1981/4/1,退休,,,,,,,,,,,,,,,,,
2944,王有杰,男,汉族,1941/5/1,河南省,新乡市,获嘉县,本科,,立案查处,,是,贪污腐败,,否,2005/3/28,中纪委,是,受贿罪、巨额财产来源不明罪,收受人民币634万，来源不明890万,2007/1/19,湖北省,荆州市,死缓,否,,
2945,王兆林,男,汉族,1941/6/1,广东省,湛江市,雷州市,本科,1965/11/1,退休,,,,,,,,,,,,,,,,,
2946,邬宝恒,男,汉族,1946/2/1,内蒙古自治区,巴彦淖尔市,杭锦后旗,本科,1973/11/1,退休,,,,,,,,,,,,,,,,,
2947,吾买尔江·米孜艾合买提,男,维吾尔族,,,,,,,退休,,,,,,,,,,,,,,,,,
2948,吴华南,男,汉族,1944/11/1,广东省,汕尾市,,硕士,1975/7/1,退休,,,,,,,,,,,,,,,,,
2949,膝彩元,男,汉族,,,,,,,退休,,,,,,,,,,,,,,,,,
2950,先开金,男,汉族,,,,,,,退休,,,,,,,,,,,,,,,,,
2951,谢强华,男,汉族,1950/1/1,广东省,梅州市,梅县区,专科,1969/6/1,退休,,,,,,,,,,,,,,,,,
2952,谢天刚,男,汉族,,,,,,,退休,,,,,,,,,,,,,,,,,
2953,谢志强,男,汉族,1941/8/1,陕西省,西安市,,本科,1966/7/1,退休,,,,,,,,,,,,,,,,,
2954,徐炎,男,汉族,1944/6/1,安徽省,合肥市,肥西县,高中,,退休,,,,,,,,,,,,,,,,,
2955,杨安和,男,汉族,1948/10/1,山西省,忻州市,五台县,硕士,1971/9/1,退休,,,,,,,,,,,,,,,,,
2956,杨浩明,男,汉族,1954/7/1,广东省,广州市,,硕士,1975/4/1,退休,,,,,,,,,,,,,,,,,
2957,杨荣华,男,汉族,,,,,,,退休,,,,,,,,,,,,,,,,,
2958,杨占昌,男,藏族,,,,,,,退休,,,,,,,,,,,,,,,,,
2959,姚志平,男,汉族,1957/7/1,辽宁省,营口市,盖州市,硕士,1977/3/1,在职,,,,,,,,,,,,,,,,,
2960,易胜金,男,汉族,,,,,,,退休,,,,,,,,,,,,,,,,,
2961,余今晓,男,汉族,1945/2/1,宁夏回族自治区,石嘴山市,平罗县,本科,,退休,,,,,,,,,,,,,,,,,
2962,张继武,男,汉族,,,,,,,退休,,,,,,,,,,,,,,,,,
2963,张文树,男,汉族,1944/11/1,黑龙江省,佳木斯市,桦南县,专科,1965/10/1,退休,,,,,,,,,,,,,,,,,
2964,张雨浦,男,回族,1962/8/1,山东省,济南市,长清县,博士,1984/7/1,在职,,,,,,,,,,,,,,,,,
2965,周福元,男,汉族,1946/2/1,江苏省,苏州市,常熟市,本科,1966/5/1,退休,,,,,,,,,,,,,,,,,
2966,周镇宏,男,汉族,1957/10/1,广东省,揭阳市,普宁县,博士,1977/6/1,立案查处,,是,贪污腐败,,否,2012/1/16,中纪委,是,受贿罪、巨额财产来源不明罪,收受人民币2464万元，来源不明3700万,2014/2/28,河南省,信阳市,死缓,是,2014/4/10,维持原判
2967,庄礼祥,男,汉族,1946/8/1,广东省,揭阳市,普宁市,本科,,退休,,,,,,,,,,,,,,,,,
2968,罗荫国,男,汉族,1954/4/1,广东省,茂名市,高州市,硕士,1974/6/1,立案查处,,是,贪污腐败,,否,2011/2/10,广东省检察院,是,巨额财产来源不明、受贿罪,巨额财产来源不明5000万人民币、受贿2000万元人民币,2013/7/1,广东省,中山市,死缓,否,,
2969,邓海光,男,汉族,1968/10/1,广东省,湛江市,雷州市,硕士,1987/5/1,在职,,,,,,,,,,,,,,,,,
2970,梁毅民,男,汉族,1964/8/1,广东省,江门市,开平市,硕士,1987/9/1,立案查处,,是,违纪,,否,2014/10/14,广东省纪委,是,受贿罪,,,,,,,,
2971,孙楚寅,男,汉族,1944/10/1,湖北省,黄冈市,,本科,1981/11/1,立案查处,,是,贪污腐败,,否,2002/12/1,湖北省纪委,是,受贿罪、巨额财产来源不明罪,受贿102.8万元人民币、巨额财产来源不明211.7万元人民币,2005/9/18,湖北省,武汉市,17年有期徒刑,否,,
2972,罗辉,男,汉族,1950/4/1,湖北省,黄石市,大冶市,硕士,1973/1/1,退休,,,,,,,,,,,,,,,,,
2973,王琼,男,汉族,1949/8/1,辽宁省,锦州市,,不详,,退休,,,,,,,,,,,,,,,,,
2974,韩振祥,男,汉族,1948/12/1,山西省,大同市,阳高县,本科,1974/1/1,退休,,,,,,,,,,,,,,,,,
2975,赵世亮,男,汉族,1950/8/1,内蒙古自治区,乌兰察布市,察哈尔右翼前旗,本科,,退休,,,,,,,,,,,,,,,,,
2976,陈育宁,男,汉族,1945/1/1,宁夏回族自治区,银川市,,本科,,退休,,,,,,,,,,,,,,,,,
2977,郑小明,男,汉族,1945/3/1,陕西省,宝鸡市,岐山县,硕士,1974/2/1,在职,,,,,,,,,,,,,,,,,
2978,陈双全,男,汉族,1946/5/1,陕西省,渭南市,富平县,硕士,,立案查处,,是,贪污腐败,,否,2007/8/1,陕西省纪委,是,受贿罪,人民币912万、美元93万、日元1000万,2008/4/16,陕西省,西安市,死缓,否,,
2979,段兴祥,男,汉族,1953/1/1,云南省,保山市,腾冲县,本科,,退休,,,,,,,,,,,,,,,,,
2980,段增庆,男,汉族,,,,,,,退休,,,,,,,,,,,,,,,,,
2981,王希龙,男,汉族,,江苏省,徐州市,邳州市,本科,,退休,,,,,,,,,,,,,,,,,
2982,薛新立,男,汉族,1961/3/1,天津市,,,硕士,1984/9/1,在职,,,,,,,,,,,,,,,,,
2983,李金亮,男,汉族,1955/3/1,天津市,,,硕士,1979/12/1,在职,,,,,,,,,,,,,,,,,
2984,李润兰,女,汉族,1950/1/1,河北省,保定市,容城县,硕士,1970/12/1,退休,,,,,,,,,,,,,,,,,
2985,刘琨,男,汉族,1951/3/1,,,,硕士,,退休,,,,,,,,,,,,,,,,,
2986,彭三,男,白族,1966/8/1,云南省,大理白族自治州,剑川县,博士,1987/10/1,在职,,,,,,,,,,,,,,,,,
2987,张盛如,男,汉族,1960/7/1,天津市,,,硕士,1996/11/1,在职,,,,,,,,,,,,,,,,,
2988,王福山,男,汉族,1960/1/1,河北省,沧州市,河间市,硕士,1984/7/1,在职,,,,,,,,,,,,,,,,,
2989,张建星,男,汉族,1958/3/1,山西省,忻州市,,硕士,1987/6/1,在职,,,,,,,,,,,,,,,,,
2990,杜彩霞,女,汉族,1955/3/1,河北省,衡水市,深州市,硕士,,退休,,,,,,,,,,,,,,,,,
2991,王亚明,男,汉族,1960/1/1,山东省,济南市,章丘市,硕士,1983/6/1,在职,,,,,,,,,,,,,,,,,
2992,刘道刚,男,汉族,1971/8/1,天津市,,,博士,1996/1/1,在职,,,,,,,,,,,,,,,,,
2993,赵尚武,男,汉族,1957/6/1,河北省,廊坊市,文安县,硕士,1981/3/1,死亡,,,,,,,,,,,,,,,,,
2994,陈彦云,男,汉族,,,,,,,退休,,,,,,,,,,,,,,,,,
2995,郭俊杰,男,汉族,,,,,,,不详,,,,,,,,,,,,,,,,,
2996,贾凤山,男,汉族,1960/10/1,天津市,,,硕士,1985/12/1,在职,,,,,,,,,,,,,,,,,
2997,张杰,男,汉族,1956/5/1,天津市,,,硕士,,在职,,,,,,,,,,,,,,,,,
2998,沈家聪,男,汉族,1953/12/1,浙江省,杭州市,萧山市,硕士,1976/9/1,退休,,,,,,,,,,,,,,,,,
2999,王九鹏,男,汉族,1945/2/1,河北省,沧州市,盐山县,硕士,1965/11/1,退休,,,,,,,,,,,,,,,,,
3000,吴金组,男,汉族,1944/1/1,天津市,,,本科,1970/12/1,死亡,,,,,,,,,,,,,,,,,
3001,苑广睿,男,汉族,,河北省,,,博士,,在职,,,,,,,,,,,,,,,,,
3002,薛辉,男,汉族,1968/1/1,天津市,,,硕士,1992/3/1,在职,,,,,,,,,,,,,,,,,
3003,张泉芬,女,汉族,1960/1/2,天津市,,,本科,1994/9/1,在职,,,,,,,,,,,,,,,,,
3004,赵建国,男,汉族,1955/10/1,,,,,,在职,,,,,,,,,,,,,,,,,
3005,王世新,男,汉族,1950/2/1,河北省,廊坊市,文安县,硕士,1973/3/1,退休,,,,,,,,,,,,,,,,,
3006,曹秀荣,女,汉族,1946/12/1,河北省,唐山市,,硕士,1972/4/1,退休,,,,,,,,,,,,,,,,,
3007,蔡云鹏,男,汉族,1966/6/1,安徽省,蚌埠市,怀远县,博士,1986/12/1,在职,,,,,,,,,,,,,,,,,
3008,马广智,男,回族,,,,,,,不详,,,,,,,,,,,,,,,,,
3009,王怀仁,男,汉族,,,,,,,不详,,,,,,,,,,,,,,,,,
3010,张世新,男,汉族,1950/2/1,河北省,廊坊市,文安县,硕士,1973/3/1,退休,,,,,,,,,,,,,,,,,
3011,陈章伟,男,汉族,,,,,,,不详,,,,,,,,,,,,,,,,,
3012,杨茂荣,男,汉族,1962/5/1,天津市,,,硕士,1986/6/1,在职,,,,,,,,,,,,,,,,,
3013,张中华,男,汉族,1953/6/1,天津市,,,硕士,,退休,,,,,,,,,,,,,,,,,
3014,周家彪,男,汉族,1956/3/1,河北省,沧州市,河间市,硕士,1985/9/1,在职,,,,,,,,,,,,,,,,,
3015,王宝弟,男,汉族,1953/11/1,河北省,保定市,定兴县,硕士,1973/4/1,退休,,,,,,,,,,,,,,,,,
3016,陈志荣,男,汉族,1946/12/1,上海市,,,本科,1969/12/1,退休,,,,,,,,,,,,,,,,,
3017,钱景林,男,汉族,1950/8/1,上海市,,,本科,,退休,,,,,,,,,,,,,,,,,
3018,徐逸波,男,汉族,1957/11/1,浙江省,宁波市,,本科,1978/3/1,在职,,,,,,,,,,,,,,,,,
3019,周伟(安徽省),男,汉族,1965/8/1,安徽省,六安市,霍邱县,硕士,1986/11/1,降/辞/撤职,,否,责任事故,2015年1月21日因公款吃喝、以及对上海外滩元旦踩踏事故负有一定责任被党政监察机关予以撤销党内职务处分。,否,2015/1/21,上海市纪委,否,,,,,,,,,
3020,张来庆,男,汉族,,,,,,,退休,,,,,,,,,,,,,,,,,
3021,徐建国,男,汉族,1951/3/1,,,,硕士,,退休,,,,,,,,,,,,,,,,,
3022,陆晓春,男,汉族,1961/2/1,浙江省,宁波市,,本科,1985/1/1,在职,,,,,,,,,,,,,,,,,
3023,姜亚新,男,汉族,1953/6/1,吉林省,长春市,农安县,硕士,1974/2/1,在职,,,,,,,,,,,,,,,,,
3024,彭崧,男,汉族,1970/7/1,江苏省,南通市,启东市,硕士,1990/6/1,降/辞/撤职,,否,责任事故,2015年1月21日因公款吃喝、以及对上海外滩元旦踩踏事故负有一定责任被党政监察机关予以撤销党内职务、行政撤职处分。,否,2015/1/21,上海市纪委,否,,,,,,,,,
3025,胡炜,男,汉族,1947/3/1,浙江省,绍兴市,,硕士,1973/6/1,在职,,,,,,,,,,,,,,,,,
3026,张学兵,男,汉族,1955/3/1,山东省,德州市,齐河县,博士,1979/6/1,在职,,,,,,,,,,,,,,,,,
3027,李逸平,男,汉族,1959/12/1,江苏省,常州市,,博士,1985/6/1,在职,,,,,,,,,,,,,,,,,
3028,姜樑,男,汉族,1953/5/1,浙江省,宁波市,,专科,1974/1/1,在职,,,,,,,,,,,,,,,,,
3029,孙继伟,男,汉族,1963/10/1,江苏省,南京市,,博士,1984/7/1,在职,,,,,,,,,,,,,,,,,
3030,茅明贵,男,汉族,1950/10/1,浙江省,绍兴市,,硕士,1971/5/1,退休,,,,,,,,,,,,,,,,,
3031,莫负春,男,汉族,1962/1/1,浙江省,绍兴市,,硕士,1982/12/1,在职,,,,,,,,,,,,,,,,,
3032,沈骏,男,汉族,1954/6/1,浙江省,舟山市,定海区,硕士,1976/4/1,降/辞/撤职,,否,责任事故,2011.6 由于《上海市静安区胶州路公寓大楼“11?15”特别重大火灾事故》原因，给予上海市副市长沈骏行政记大过处分,是,2011/6/1,上海市纪委,否,,,,,,,,,
3033,孙潮,男,汉族,1956/6/1,上海市,,,博士,1975/4/1,在职,,,,,,,,,,,,,,,,,
3034,陈寅,男,汉族,1962/9/1,江苏省,南京市,江宁区,硕士,1986/5/1,在职,,,,,,,,,,,,,,,,,
3035,过剑飞,男,汉族,1963/6/1,江苏省,无锡市,,硕士,1985/6/1,在职,,,,,,,,,,,,,,,,,
3036,鲍炳章,男,汉族,1963/11/1,浙江省,宁波市,鄞州区,硕士,1984/12/1,在职,,,,,,,,,,,,,,,,,
3037,薛潮,男,汉族,1956/2/1,江苏省,无锡市,江阴市,硕士,1982/1/1,在职,,,,,,,,,,,,,,,,,
3038,卞百平,男,汉族,1956/4/1,江苏省,无锡市,,硕士,1978/12/1,退休,,,,,,,,,,,,,,,,,
3039,王为人,男,汉族,1968/2/1,江苏省,苏州市,张家港市,博士,1990/7/1,在职,,,,,,,,,,,,,,,,,
3040,孙卫国,男,汉族,1951/8/1,,,,专科,1969/9/1,退休,,,,,,,,,,,,,,,,,
3041,吴清,男,汉族,1965/4/1,安徽省,亳州市,蒙城县,博士,,在职,,,,,,,,,,,,,,,,,
3042,薛全荣,男,汉族,1954/1/1,江苏省,无锡市,,硕士,,退休,,,,,,,,,,,,,,,,,
3043,程光,男,汉族,1958/8/1,,,,硕士,,退休,,,,,,,,,,,,,,,,,
3044,俞北华,男,汉族,1961/1/1,浙江省,宁波市,奉化市,硕士,1983/8/1,在职,,,,,,,,,,,,,,,,,
3045,曹立强,男,汉族,1966/5/1,江苏省,盐城市,,硕士,1990/3/1,在职,,,,,,,,,,,,,,,,,
3046,陈安杰,男,汉族,1949/8/1,上海市,,,本科,1973/2/1,退休,,,,,,,,,,,,,,,,,
3047,诸葛宇杰,男,汉族,1971/5/1,上海市,,,硕士,1992/6/1,在职,,,,,,,,,,,,,,,,,
3048,岑富荣,男,汉族,,,,,,,退休,,,,,,,,,,,,,,,,,
3049,蒋卓庆,男,汉族,1959/8/1,浙江省,宁波市,慈溪市,本科,1985/6/1,在职,,,,,,,,,,,,,,,,,
3050,宗明,女,汉族,,,,,博士,,在职,,,,,,,,,,,,,,,,,
3051,金兴明,男,汉族,1962/11/1,江苏省,苏州市,,博士,1985/11/1,在职,,,,,,,,,,,,,,,,,
3052,谢坚钢,男,汉族,1968/2/1,浙江省,宁波市,,博士,1992/12/1,在职,,,,,,,,,,,,,,,,,
3053,黄富荣,男,汉族,1945/10/1,上海市,,,专科,,退休,,,,,,,,,,,,,,,,,
3054,赵奇,男,汉族,1963/3/1,上海市,,,硕士,1991/8/1,在职,,,,,,,,,,,,,,,,,
3055,王洪泉,男,汉族,,,,,,,退休,,,,,,,,,,,,,,,,,
3056,陈靖,男,汉族,1964/3/1,浙江省,温州市,苍南县,博士,,在职,,,,,,,,,,,,,,,,,
3057,赵祝平,男,汉族,1964/10/1,江苏省,连云港市,,硕士,1987/6/1,在职,,,,,,,,,,,,,,,,,
3058,于根生,男,汉族,,,,,,,退休,,,,,,,,,,,,,,,,,
3059,吕民元,男,汉族,1951/1/1,上海市,,,专科,1984/1/1,退休,,,,,,,,,,,,,,,,,
3060,斯福民,男,汉族,1954/5/1,浙江省,宁波市,,硕士,1974/12/1,退休,,,,,,,,,,,,,,,,,
3061,汪泓,女,汉族,1961/4/1,上海市,,,博士,1982/7/1,在职,,,,,,,,,,,,,,,,,
3062,乐景鹏,男,汉族,,,,,,,退休,,,,,,,,,,,,,,,,,
3063,秦裕,男,汉族,1964/6/1,上海市,,,硕士,,立案查处,,是,贪污腐败,陈良宇社保案,否,2006/8/24,中纪委,是,受贿罪,人民币682万元,2007/9/25,吉林省,长春市,无期徒刑,是,2007/12/20,维持原判
3064,方世忠,男,汉族,1968/8/1,安徽省,芜湖市,,博士,1989/1/1,在职,,,,,,,,,,,,,,,,,
3065,陈超贤,男,汉族,,,,,,,立案查处,,是,贪污腐败,,否,2006/6/1,中纪委,是,贪污,人民币312万元,2008/7/9,安徽省,宣城市,13年有期徒刑,否,,
3066,谢峰,男,汉族,1968/9/1,江苏省,淮安市,淮阴市,硕士,1996/3/1,在职,,,,,,,,,,,,,,,,,
3067,陈振鸿,男,汉族,1950/5/1,广东省,汕头市,潮阳区,本科,1970/8/1,退休,,,,,,,,,,,,,,,,,
3068,龚德庆,男,汉族,1956/9/1,上海市,,,硕士,1983/1/1,降/辞/撤职,,否,责任事故,因上海“11·15”特别重大火灾事故责任给予给予党内严重警告处分,是,2011/6/1,上海市纪委,否,,,,,,,,,
3069,孙建平,男,汉族,1957/2/1,山东省,威海市,荣成市,博士,1980/12/1,在职,,,,,,,,,,,,,,,,,
3070,张仁良,男,汉族,1961/2/1,山东省,青岛市,平度市,本科,1985/6/1,降/辞/撤职,,否,责任事故,因上海“11·15“特别重大火灾事故责任给予给予行政撤职、撤销党内职务处分,是,2011/6/1,上海市纪委,否,,,,,,,,,
3071,周平,男,汉族,1959/9/1,上海市,,,博士,1984/11/1,在职,,,,,,,,,,,,,,,,,
3072,潘敏,男,汉族,1968/12/1,上海市,,,博士,1992/3/1,在职,,,,,,,,,,,,,,,,,
3073,谈柏元,男,汉族,,,,,,,退休,,,,,,,,,,,,,,,,,
3074,胡延照,男,汉族,1951/4/1,浙江省,绍兴市,,专科,1973/11/1,退休,,,,,,,,,,,,,,,,,
3075,周国雄,男,汉族,1957/3/1,浙江省,绍兴市,,本科,1979/5/1,退休,,,,,,,,,,,,,,,,,
3076,张国洪,男,汉族,1957/5/1,河北省,衡水市,武邑县,本科,1980/12/1,退休,,,,,,,,,,,,,,,,,
3077,胡秉忠,男,汉族,,,,,,,退休,,,,,,,,,,,,,,,,,
3078,蔡志强,男,汉族,1964/2/2,上海市,,,本科,,立案查处,,是,贪污腐败,,否,2009/12/10,上海市纪委,是,贪污,人民币284万元,2010/2/22,上海市,,14年有期徒刑,否,,
3079,孙荣乾,男,汉族,1955/6/1,上海市,,,硕士,1982/6/1,退休,,,,,,,,,,,,,,,,,
3080,程向民,男,汉族,1964/7/1,安徽省,宣城市,宁国市,博士,1986/5/1,在职,,,,,,,,,,,,,,,,,
3081,李梅,女,汉族,1950/12/1,河南省,周口市,淮阳县,硕士,1973/3/1,退休,,,,,,,,,,,,,,,,,
3082,姚海同,男,汉族,1953/11/1,浙江省,绍兴市,上虞市,硕士,1973/11/1,退休,,,,,,,,,,,,,,,,,
3083,方惠萍,女,汉族,1957/9/1,浙江省,宁波市,,硕士,1983/11/1,在职,,,,,,,,,,,,,,,,,
3084,翁祖亮,男,汉族,1963/7/1,福建省,福州市,福清市,本科,1983/8/1,在职,,,,,,,,,,,,,,,,,
